STATE,YEAR,HLTHIND,N,PCT,PCT95CILB,PCT95CIUB
Oklahoma,2020,Unsure whether wanted pregnancy,,,,
Oklahoma,2020,Intended pregnancy,,,,
Oregon,2020,Mistimed,1636,15.3,12.8,18.3
Oregon,2020,Unwanted pregnancy,1636,5.5,4,7.5
Oregon,2020,Unsure whether wanted pregnancy,1636,16.5,13.8,19.6
Oregon,2020,Intended pregnancy,1636,62.7,58.9,66.3
Pennsylvania,2020,Mistimed,1183,14.7,12.5,17.2
Pennsylvania,2020,Unwanted pregnancy,1183,6.6,5.1,8.5
Pennsylvania,2020,Unsure whether wanted pregnancy,1183,17.8,15.4,20.5
Pennsylvania,2020,Intended pregnancy,1183,60.9,57.6,64
Puerto Rico,2020,Mistimed,871,39.1,35.3,42.9
Puerto Rico,2020,Unwanted pregnancy,871,7.1,5.3,9.4
Puerto Rico,2020,Unsure whether wanted pregnancy,871,9.5,7.4,12.1
Puerto Rico,2020,Intended pregnancy,871,44.3,40.5,48.2
Rhode Island,2020,Mistimed,,,,
Rhode Island,2020,Unwanted pregnancy,,,,
Rhode Island,2020,Unsure whether wanted pregnancy,,,,
Rhode Island,2020,Intended pregnancy,,,,
South Dakota,2020,Mistimed,965,18.7,16.1,21.8
South Dakota,2020,Unwanted pregnancy,965,6.4,5,8.2
South Dakota,2020,Unsure whether wanted pregnancy,965,17.5,15,20.2
South Dakota,2020,Intended pregnancy,965,57.4,53.9,60.8
Tennessee,2020,Mistimed,617,22.7,18.6,27.5
Tennessee,2020,Unwanted pregnancy,617,12.4,9.2,16.6
Tennessee,2020,Unsure whether wanted pregnancy,617,14.4,11,18.5
Tennessee,2020,Intended pregnancy,617,50.5,45.2,55.8
Texas,2020,Mistimed,,,,
Texas,2020,Unwanted pregnancy,,,,
Texas,2020,Unsure whether wanted pregnancy,,,,
Texas,2020,Intended pregnancy,,,,
Utah,2020,Mistimed,1385,15.3,13.2,17.6
Utah,2020,Unwanted pregnancy,1385,3.6,2.7,4.8
Utah,2020,Unsure whether wanted pregnancy,1385,12.1,10.3,14.2
Utah,2020,Intended pregnancy,1385,69,66.1,71.7
Vermont,2020,Mistimed,803,12.7,10.5,15.4
Vermont,2020,Unwanted pregnancy,803,3.9,2.8,5.5
Vermont,2020,Unsure whether wanted pregnancy,803,15,12.7,17.8
Vermont,2020,Intended pregnancy,803,68.3,64.9,71.5
Virginia,2020,Mistimed,929,19.2,15.4,23.5
Virginia,2020,Unwanted pregnancy,929,5.9,3.9,8.8
Virginia,2020,Unsure whether wanted pregnancy,929,13.8,10.5,17.8
Virginia,2020,Intended pregnancy,929,61.2,56.1,66
Washington,2020,Mistimed,1216,13.9,11.7,16.4
Washington,2020,Unwanted pregnancy,1216,4.4,3.1,6.1
Washington,2020,Unsure whether wanted pregnancy,1216,11.1,9.1,13.5
Washington,2020,Intended pregnancy,1216,70.7,67.4,73.8
West Virginia,2020,Mistimed,591,13.4,10.3,17.1
West Virginia,2020,Unwanted pregnancy,591,4.5,2.9,7
West Virginia,2020,Unsure whether wanted pregnancy,591,18.5,15,22.7
West Virginia,2020,Intended pregnancy,591,63.6,58.7,68.2
Wisconsin,2020,Mistimed,1667,15.7,13.3,18.4
Wisconsin,2020,Unwanted pregnancy,1667,5.3,4,7
Wisconsin,2020,Unsure whether wanted pregnancy,1667,14.2,11.8,16.9
Wisconsin,2020,Intended pregnancy,1667,64.9,61.4,68.2
Wyoming,2020,Mistimed,460,19.2,15,24.2
Wyoming,2020,Unwanted pregnancy,460,6,3.8,9.4
Wyoming,2020,Unsure whether wanted pregnancy,460,15.5,11.8,20.2
Wyoming,2020,Intended pregnancy,460,59.3,53.5,64.8
